시간,로그 원수 탁도,원수 pH,원수 알칼리도,원수 전기전도도,원수 수온,3단계 원수 유입 유량,3단계 침전지 체류시간,로그 응집제 주입률
2020-01-01 12:59:00,0.3940222980912517,8.257174795328813,54.96195543769272,222.7819440857441,4.616252925666711,11183.916666666666,256.8170509275796,1.1317469451008788
2020-01-01 13:29:00,0.3872577660066496,8.271153314732894,55.15538687653016,222.8801610282361,4.629615742134593,11205.916666666666,260.5707141145362,1.1320674813040066
2020-01-01 13:59:00,0.38415872445897303,8.282443585002376,55.32071199828443,224.2639696010729,4.629757556384606,11503.791666666666,270.5209774490041,1.1334430975490979
2020-01-01 14:29:00,0.3798871972990039,8.286200389123925,55.87231608774205,224.5799630055414,4.626819850815311,11781.125,260.697341111714,1.1357049701267252
2020-01-01 14:59:00,0.3816605821114876,8.288733841651856,56.36819439807703,224.4779988726114,4.620841900420171,12237.833333333334,238.363311439738,1.1363161997924474
2020-01-01 15:29:00,0.37493414173231276,8.296791608022113,56.38401102451319,224.1882118541565,4.606999242279541,12282.583333333334,234.54446093313348,1.1349814969590748
2020-01-01 15:59:00,0.37261165158714604,8.300293725605133,56.17926590522524,224.1643958537591,4.597294038308967,12412.958333333334,244.01972762336945,1.133139557094351
2020-01-01 16:29:00,0.38744711109303615,8.300967037968311,56.300272228844456,224.45131754631848,4.584806464939859,12772.166666666666,242.7475998310212,1.1354189050278523
2020-01-01 16:59:00,0.3832661842006458,8.310588112599424,56.19192508590679,224.0556149849557,4.56589063971939,12382.375,232.89964166342813,1.1359352745029485
2020-01-01 17:29:00,0.37030697807775764,8.319079312655663,56.34690632923629,223.21122486622616,4.552624974911217,12298.333333333334,233.67854266596348,1.13670471670359
2020-01-01 17:59:00,0.360817416653794,8.32664652699574,56.3129435328656,222.6795573229773,4.5473111889230085,12296.291666666666,233.9249574880716,1.1350053669438873
2020-01-01 18:29:00,0.3574649534179096,8.331348900965319,56.14592321567466,222.5093508104295,4.547265041775985,12315.083333333334,233.6330037604345,1.1345834706078923
2020-01-01 18:59:00,0.36015159509440836,8.333063533916853,55.899673562173824,223.076881972068,4.546484690784177,12273.791666666666,234.21042884437415,1.131923269288103
2020-01-01 19:29:00,0.36527557306021713,8.333301985408033,55.88854214231412,223.14792379123224,4.550813181072869,12298.541666666666,233.3934781515464,1.1331555381979903
2020-01-01 19:59:00,0.3665358770964635,8.334159536976413,56.18297450957134,222.6727613331245,4.552062469870426,11205.416666666666,248.43468363977368,1.134065490394307
2020-01-01 20:29:00,0.36642800696771394,8.333126583089696,55.8960068993738,222.69221439639105,4.551711260324166,10894.458333333334,258.5140646373417,1.1334590674872087
2020-01-01 20:59:00,0.36448090479264617,8.332942612695375,55.7257038580667,223.3547333428153,4.553243296123532,10273.125,273.33975813682014,1.1315063876002749
